Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
xtpsh11-dot-v2,809.97,264.37,161.34,129.2,132.48,123.3,114.3,112.58,107.86,108.01,106.15,105.61,105.81,101.67,616.59,214.66,103.85,103.66,103.25,100.14,103.69,99.33,101.64,98.14,98.5,100.62,105.79,19609.49,103.23,109.94,104.48
xtpsh11-dot-v5,810.21,265.06,162.18,129.89,133.38,123.8,114.64,112.93,108.35,108.53,106.49,105.85,106.19,101.82,617.29,215.18,104.26,104.02,103.63,100.47,104.15,99.72,102.04,98.5,98.92,100.98,106.22,19609.92,103.4,110.15,104.7
xtpsh11-dot-v5_xuxin,807.37,260.69,160.25,127.93,131.07,122.05,112.25,110.7,106.13,106.18,104.13,103.19,103.16,99.32,614.53,212.01,101.32,101.23,100.76,98.15,101.24,97.53,99.9,96.31,96.66,98.73,104.14,19597.24,102.76,109.56,103.73
xtpsh12-dot-v2,236.63,263.42,161.28,128.97,132.28,123.13,114.28,112.25,108.02,108.28,106.15,105.53,105.98,101.47,549.44,215.68,104,103.54,103.17,100.48,103.73,99.23,102.09,98.31,98.34,100.92,105.09,9896.69,104.12,109.88,103.48
xtpsh12-v16,769.19,228.44,166.45,131.59,135.52,124.64,114.59,112.96,108.48,108.31,107.1,106.69,107.11,103.53,577.37,204.26,106.07,106.24,106.51,102.81,106.03,102.68,104.89,100.64,100.93,102.82,107.54,21669.32,106.69,112.38,106.96
xtpsh13-dot-v2,238.95,263.52,161.24,129.1,131.91,122.76,114.13,112.2,107.93,108.4,106.08,105.69,105.93,101.37,541.32,215.24,103.82,103.35,103.08,100.32,103.53,99.18,102.17,98.23,98.28,100.84,105.09,9668.46,104.13,109.95,103.41
xtpsh13-v16,768.81,227.58,165.57,130.87,134.9,124.47,114.66,113.04,108.4,108.25,107.09,106.66,107.06,103.54,577.18,203.97,106.04,106.09,106.26,102.62,106.01,102.55,104.84,100.57,100.87,102.66,107.37,21072.25,106.97,112.59,107.11
xtpsh14-dot-v2,242,263.79,161.15,128.96,132.47,123.2,114.13,112.76,107.96,108.09,106.2,105.52,106.02,101.51,534.6,215.29,103.96,103.48,103.27,100.48,103.73,99.33,102.1,98.27,98.35,100.76,105.31,11120.53,104.38,109.67,103.49
xtpsh14-v16,770.41,228.21,166.09,131.48,135.16,124.34,114.48,113.06,108.3,108.52,106.84,106.4,107.02,103.59,558.45,204.04,106.01,106.04,106.26,102.62,105.89,102.54,104.94,100.55,100.79,102.65,107.41,22432.79,106.71,112.29,106.99
xtpsh16-dot-v5_xuxin,822.13,261.73,161.24,129.02,132.04,122.35,112.48,110.74,106.54,106.26,104.26,103.4,103.45,99.2,562.72,207.33,101.62,101.29,100.82,98.56,101.34,97.73,100.19,96.07,96.72,98.81,104,15037.11,103.21,109.39,103.64
xtpsz01-dot-v2,266.78,274.53,174.95,142.42,146.41,136.86,127.71,126.44,121.78,121.62,120.04,118.72,119.1,116.31,494.6,231.57,117.95,117.83,116.9,113.76,117.38,113.04,115.99,111.37,112.32,115.18,118.89,8640.09,117.21,123.14,117.17
xtpsz05-dot-v2,832.04,274.06,172.06,139.92,143.26,134.62,126.57,125.06,120.46,120.37,118.83,117.51,118.16,113.47,581.05,224.61,116.65,116.07,115.38,112.75,115.81,112.06,114.58,110.18,111.15,113.8,118.08,15233.47,115.18,121.85,116.92
xtpsz05-dot-v5,833.27,274.55,172.35,140.28,143.85,135,126.74,125.3,120.7,120.69,118.89,117.62,118.29,113.58,581.27,224.78,116.87,116.29,115.52,112.88,116.1,112.2,114.72,110.39,111.26,113.93,118.21,15233.56,115.23,121.94,116.99
